files_accessed,data_transfer_mb,usb_copy_frequency,hour_of_day,is_anomaly
12,5.412574871347138,0,12,0.0
17,2.03710351255344,1,11,0.0
18,0.6710103307627977,1,15,0.0
14,1.2187610397398967,1,11,0.0
765,3217.3131433157214,20,22,1.0
17,2.660084659001128,1,15,0.0
21,8.14754143080812,2,12,0.0
21,8.957946413840688,1,17,0.0
23,2.6998595340795934,0,17,0.0
13,34.678081469049495,0,15,0.0
23,1.7395626287471564,1,13,0.0
16,26.160303669054812,1,11,0.0
15,32.280874878124834,2,12,0.0
17,8.414648524741814,0,14,0.0
26,16.135368007096595,3,17,0.0
19,15.796610985976002,4,10,0.0
17,9.243558227107894,0,12,0.0
23,30.641646075080182,3,11,0.0
23,22.951023416293836,0,17,0.0
23,2.036456905191743,1,9,0.0
24,0.489606116102474,1,11,0.0
17,1.8212583240863993,0,10,0.0
26,1.2367354370907595,0,9,0.0
23,1.5599494428554044,3,16,0.0
12,1.4624759844401152,3,16,0.0
17,3.462368928147022,1,11,0.0
21,10.52602400797549,1,12,0.0
23,11.282420533593477,0,11,0.0
24,6.432812412387728,0,17,0.0
19,2.4551672317395816,1,10,0.0
15,42.64006729289723,2,15,0.0
773,2810.2730414383204,23,20,1.0
22,0.39157627562617364,1,15,0.0
22,9.095941499401256,0,14,0.0
20,16.254174663241876,0,12,0.0
22,8.852036528378234,1,11,0.0
27,13.315047302673324,0,12,0.0
20,25.35410987728715,0,13,0.0
22,0.4062559656359004,0,17,0.0
19,24.32787595743212,0,17,0.0
15,4.95801432353727,1,12,0.0
22,19.50927198047229,0,16,0.0
17,14.272617903951584,1,12,0.0
25,1.3176137809385666,1,14,0.0
18,17.977260081696055,2,17,0.0
349,4193.521021278068,45,0,1.0
18,15.513348179386242,1,9,0.0
17,19.23757515573203,2,17,0.0
20,5.921698082161454,1,17,0.0
18,9.836457729649995,1,13,0.0
16,5.214354274792678,3,13,0.0
569,4805.2743256150825,48,3,1.0
28,2.741999687679879,0,15,0.0
298,4889.472304341068,28,2,1.0
12,3.3104201163002145,3,12,0.0
16,1.809222658547063,1,14,0.0
23,2.5744846813005284,1,14,0.0
11,9.743091960868718,2,12,0.0
25,8.50438643540198,2,17,0.0
23,1.3818807510768476,1,15,0.0
10,0.5418584447695962,1,17,0.0
20,1.7067281655523159,0,15,0.0
22,0.5039726472645016,0,9,0.0
23,16.65665426785749,3,15,0.0
20,1.105522363989297,1,9,0.0
15,6.160786475974977,2,17,0.0
22,2.2428337527370283,0,16,0.0
15,21.30740576562935,0,12,0.0
20,33.76475102731325,0,9,0.0
17,8.50433416712856,2,17,0.0
26,5.512486005622604,3,17,0.0
19,2.7360802655942322,1,11,0.0
27,15.91797235781115,0,10,0.0
238,4657.222428640937,24,2,1.0
23,2.3753569565479,0,13,0.0
24,0.2567541475277774,0,11,0.0
15,40.94790766610068,1,13,0.0
19,9.407932524898305,1,14,0.0
20,15.266866036488427,0,11,0.0
26,34.02382283935487,1,17,0.0
24,7.624548346102644,0,11,0.0
21,20.867072732955343,2,9,0.0
23,17.372579424419513,3,12,0.0
16,4.186558770205241,0,15,0.0
13,1.0451383521476147,2,10,0.0
17,1.6816547047814727,2,15,0.0
23,2.8282488403640627,0,12,0.0
16,11.492140928944558,2,9,0.0
15,6.430410538271562,1,13,0.0
24,24.66738538820195,2,12,0.0
18,5.150451057562609,4,17,0.0
19,6.433159962391616,2,10,0.0
19,23.71434727796992,3,14,0.0
19,0.7062272014626283,1,14,0.0
12,13.655146882682956,0,16,0.0
22,4.130455662061055,1,10,0.0
19,4.818549087530512,0,10,0.0
16,3.0436496321598088,1,14,0.0
22,6.791594104632082,2,12,0.0
32,1.7421025853869085,1,17,0.0
20,5.716312513167016,2,10,0.0
26,6.3215932042349685,0,16,0.0
36,0.4561271498288456,1,12,0.0
604,2099.945778155355,19,23,1.0
15,7.1797395809636475,0,15,0.0
17,28.260040009194945,0,13,0.0
724,2465.50047359566,22,1,1.0
282,4378.1682926565845,33,3,1.0
17,17.45486159673842,2,15,0.0
17,1.12945547196431,1,12,0.0
13,15.046699026416272,0,9,0.0
12,28.30087717685054,0,17,0.0
19,6.1489750379938,0,15,0.0
16,16.353672343018978,0,9,0.0
21,15.222507530684267,1,11,0.0
21,10.187748936881086,2,9,0.0
17,32.791051766586826,3,15,0.0
23,5.652942966301168,2,14,0.0
19,12.683309540791225,2,12,0.0
26,12.367416994390526,1,16,0.0
28,6.550038568828441,2,14,0.0
17,6.779966293726646,0,13,0.0
11,6.167956781969939,1,17,0.0
12,22.17693469201768,0,17,0.0
27,4.346072147068758,3,17,0.0
15,15.875706349446999,2,15,0.0
15,2.3041288021614608,1,13,0.0
19,34.522894362762614,0,11,0.0
29,1.817969288972292,1,12,0.0
18,9.18657241194053,1,11,0.0
26,0.21376685292130954,1,12,0.0
18,3.9029853022980534,2,11,0.0
14,32.125389816854025,1,16,0.0
24,14.124374859492196,1,11,0.0
22,21.571300650389247,1,14,0.0
19,3.081957430830057,0,13,0.0
17,0.6497325670727883,1,9,0.0
20,16.91436676998317,2,14,0.0
12,21.94621492238292,1,16,0.0
21,16.45619753301989,1,16,0.0
30,4.333244080903793,1,13,0.0
25,4.979386740736429,0,16,0.0
14,8.522912935782335,1,14,0.0
17,5.336107959234128,1,14,0.0
17,21.408165714363392,1,9,0.0
19,4.488937519811548,0,10,0.0
12,8.669565294405698,0,17,0.0
12,2.1748210803096155,1,14,0.0
18,26.689101002710668,1,14,0.0
23,2.9714361492958687,1,10,0.0
16,5.292315658763624,0,15,0.0
17,8.399516810523487,0,10,0.0
10,0.9255065465997541,0,17,0.0
18,10.563609211055278,1,10,0.0
17,18.0966673005368,2,13,0.0
21,14.062217585225419,1,9,0.0
23,17.176218782347263,3,10,0.0
33,0.9098327664737925,3,14,0.0
10,9.069806436372655,2,12,0.0
18,13.722026329787393,2,13,0.0
18,53.863866684970496,0,17,0.0
24,16.022430483087756,2,14,0.0
13,17.21819800183335,1,17,0.0
15,0.40610691154355255,0,15,0.0
15,4.389453292684805,2,16,0.0
21,10.449697088155181,0,14,0.0
15,6.8285225878909985,0,14,0.0
31,5.295741788075499,1,11,0.0
23,3.512280417935832,1,17,0.0
12,8.08828531528699,0,12,0.0
18,24.827787288047688,1,13,0.0
18,2.905834473663516,0,16,0.0
28,22.299769746132633,0,10,0.0
25,6.0769434375123925,1,10,0.0
20,8.074212048861227,2,16,0.0
13,4.735327010328741,1,14,0.0
20,24.3278001496574,1,15,0.0
20,0.8879437273439632,2,17,0.0
24,19.588574344478836,2,15,0.0
17,4.3614061536654,0,11,0.0
18,4.20111919756408,3,10,0.0
15,0.5786674154582667,1,10,0.0
17,17.40213504623909,2,11,0.0
16,15.271605556957812,0,9,0.0
26,19.268888006817328,0,15,0.0
10,10.363071349461798,0,16,0.0
16,0.6787858700878611,1,12,0.0
28,7.44544354543604,1,12,0.0
16,22.886517205275506,1,9,0.0
24,2.836384814520812,0,13,0.0
16,34.10294069906828,1,17,0.0
21,7.672006290284822,0,11,0.0
22,0.16812085040206676,1,14,0.0
19,2.452012078556946,0,10,0.0
22,1.338185551045303,0,10,0.0
15,31.91063040942742,1,10,0.0
601,969.5597599650227,31,22,1.0
16,7.809194982199996,1,9,0.0
23,29.504946419583877,0,17,0.0
21,24.632486841282002,2,17,0.0
20,2.847695751020076,1,14,0.0
16,3.625415991157512,1,14,0.0
15,14.539190822571562,2,9,0.0
16,7.726669123908865,0,16,0.0
28,2.843050891945535,0,11,0.0
18,0.569511826603641,1,13,0.0
18,5.428730760242369,0,14,0.0
919,2509.1505845738657,14,2,1.0
19,1.348068598304307,0,10,0.0
11,5.686212958831294,0,9,0.0
22,11.295459704403559,0,13,0.0
20,4.885139968524393,1,14,0.0
26,2.832339093406837,0,17,0.0
24,11.473144065797577,2,11,0.0
19,3.451857319967214,1,14,0.0
14,9.75388200245351,0,15,0.0
23,9.271101002803286,0,15,0.0
20,25.734939047536727,1,13,0.0
30,8.59175562493918,0,12,0.0
19,22.78207910849886,3,15,0.0
34,4.838738420213381,1,15,0.0
20,12.767394335517256,2,15,0.0
19,6.614106824130387,1,15,0.0
24,6.641528756009293,3,12,0.0
19,20.228582254819823,0,9,0.0
27,7.42872695162486,1,12,0.0
456,4309.947110760324,33,0,1.0
27,6.498336140180051,0,10,0.0
20,15.207957726536277,0,12,0.0
21,16.60619337729086,0,11,0.0
29,28.951158634953238,2,17,0.0
24,7.8294157817454115,1,17,0.0
34,15.050102037746925,1,11,0.0
728,3930.2833785427597,11,0,1.0
22,0.9404642928966769,1,13,0.0
24,18.645859941182977,0,12,0.0
24,1.0479919419815873,0,13,0.0
22,16.186093410817165,0,15,0.0
14,19.074206678845616,1,11,0.0
16,25.855024166270127,2,15,0.0
22,3.3117200553116595,3,13,0.0
13,30.37856086718442,0,13,0.0
23,5.3721713964212015,1,13,0.0
29,24.662629819439505,0,12,0.0
21,2.1351247744299524,2,16,0.0
19,3.5270300517747204,0,10,0.0
14,2.8058075275334198,0,11,0.0
18,2.72188940651747,0,16,0.0
22,31.496957301705187,0,10,0.0
14,4.731865570492681,2,12,0.0
15,17.574954081989688,2,11,0.0
21,9.85647857367232,0,12,0.0
20,1.8406479246399878,0,16,0.0
19,2.7311887278285205,2,11,0.0
20,1.9743184633364994,2,10,0.0
19,2.9526572019694037,2,13,0.0
27,2.07450818033424,1,16,0.0
17,13.562305877172879,0,15,0.0
22,9.889433220666193,2,10,0.0
21,0.9579886618797855,1,14,0.0
24,2.187618735953728,1,13,0.0
23,28.121510585578065,0,15,0.0
22,1.1165846779993756,0,13,0.0
24,3.8452386132376466,1,14,0.0
31,15.285956584578503,1,10,0.0
23,27.092478233173118,0,17,0.0
15,2.6616907706852944,0,16,0.0
25,38.60729114137212,1,12,0.0
22,15.79564273602735,0,15,0.0
20,9.76517404963692,1,12,0.0
424,522.3761839505713,13,0,1.0
19,19.977971619660014,1,12,0.0
15,14.996800467460467,0,17,0.0
22,18.42770745761794,3,17,0.0
18,7.024650331840619,0,11,0.0
19,6.589413974462813,1,17,0.0
13,10.246727621079945,2,14,0.0
27,3.0591594300613956,1,12,0.0
27,2.2089157195134463,0,12,0.0
19,0.5653469798623354,2,11,0.0
22,0.8307195382984446,0,10,0.0
16,24.444907236395437,1,9,0.0
17,4.403577526770249,1,13,0.0
21,0.07491128991723804,1,9,0.0
19,4.066227560538971,1,10,0.0
24,4.24077810311421,2,17,0.0
16,6.1684445446344816,2,13,0.0
24,0.14298370709509134,1,12,0.0
16,13.822984251367282,1,10,0.0
15,4.578229404056283,0,10,0.0
18,1.5584950631825147,0,10,0.0
22,2.106404711792508,2,16,0.0
23,27.059461718602286,4,12,0.0
31,2.5781400225812767,0,10,0.0
319,1654.3419229661356,19,22,1.0
22,0.9226270215932828,0,10,0.0
14,11.822140960742074,4,16,0.0
25,13.521198523233412,0,9,0.0
18,20.965508154354602,3,17,0.0
22,27.18600527545924,0,9,0.0
13,9.177497882472496,2,14,0.0
14,55.79220612486673,0,14,0.0
13,4.137344285219658,2,13,0.0
10,12.283622513549934,1,14,0.0
26,8.862428486980283,1,15,0.0
27,20.37529720593822,1,16,0.0
17,1.0922917109409775,0,14,0.0
19,1.293151483508853,0,15,0.0
12,0.5427235254511537,1,9,0.0
16,3.12793314305106,0,10,0.0
21,6.898187824161011,2,10,0.0
19,13.453952423210584,1,14,0.0
21,28.45685786020836,0,10,0.0
24,5.882697799283968,1,14,0.0
18,9.073151325819923,1,17,0.0
16,4.65284490417675,2,17,0.0
19,1.1182192374809163,0,15,0.0
24,15.17232888129288,1,9,0.0
21,2.433863619780416,0,12,0.0
19,2.988110088127895,0,14,0.0
13,21.845260084460627,0,11,0.0
18,16.50037682215909,1,14,0.0
20,5.286479983624694,1,14,0.0
13,33.9986489669791,0,13,0.0
24,6.120550779169815,0,11,0.0
24,2.1322214307774274,0,14,0.0
18,9.984350052052564,0,16,0.0
16,3.389910853962133,0,15,0.0
462,3376.1513215541554,44,21,1.0
25,5.658385234599873,1,15,0.0
16,3.865745238765916,1,10,0.0
22,1.7945022237007116,3,14,0.0
330,1847.6002082641323,43,3,1.0
24,2.766220220129904,0,15,0.0
26,10.32566033985309,0,10,0.0
21,2.2209022825010862,1,17,0.0
16,16.356504660217094,0,10,0.0
23,8.02320225837003,0,15,0.0
23,0.6023630865893053,3,9,0.0
16,12.702735904993084,0,11,0.0
25,0.9296352899619693,1,10,0.0
974,2798.2097912526406,39,0,1.0
17,1.048936397058432,1,17,0.0
23,7.540307678277603,0,15,0.0
15,7.8479562756010175,1,15,0.0
21,6.128672184221816,2,12,0.0
10,4.534477217780776,1,14,0.0
15,6.280611740158921,1,15,0.0
17,28.249805182559133,0,12,0.0
21,2.1901234315893587,0,9,0.0
16,42.81406742462024,2,9,0.0
20,19.514699742606403,2,12,0.0
13,1.3594629571954329,1,16,0.0
17,23.570307087352546,0,12,0.0
21,6.286395770831904,1,15,0.0
20,21.308027774322888,0,15,0.0
544,803.9879733989046,27,1,1.0
13,14.926978155562587,1,15,0.0
17,7.723953095904596,1,12,0.0
17,17.51373720524144,0,13,0.0
23,10.75584885891871,1,12,0.0
22,8.693322051155537,1,9,0.0
17,6.078241099695139,2,16,0.0
22,2.907838704087679,2,13,0.0
832,765.5150029959514,37,1,1.0
16,0.6750479090661371,0,10,0.0
25,26.044953722626115,1,15,0.0
19,1.7835477457975988,0,12,0.0
16,12.369681625845129,2,16,0.0
22,5.338648733691773,0,12,0.0
23,9.760682660325608,0,14,0.0
25,3.6106422156098716,1,9,0.0
17,8.333658886675275,3,14,0.0
22,4.878433113638046,0,14,0.0
25,0.26968776316331805,1,14,0.0
19,5.026149865845411,2,11,0.0
17,6.989148216013418,0,11,0.0
18,3.5894447433786594,3,14,0.0
15,3.583557657247977,1,12,0.0
29,1.3540414572486228,0,9,0.0
20,1.7880250537994093,1,16,0.0
19,6.330402262968448,1,13,0.0
17,0.9069805637095328,2,13,0.0
21,7.464352566790663,2,11,0.0
16,3.86497514674119,1,13,0.0
26,4.909784785030483,2,16,0.0
23,0.7046250167707582,2,13,0.0
8,24.859792622560963,1,10,0.0
19,13.531153564902079,2,16,0.0
26,7.205551030906233,0,17,0.0
26,8.69302187398866,2,16,0.0
18,6.330699980069809,0,11,0.0
18,6.481420613442204,2,9,0.0
16,2.6529320334016115,1,9,0.0
24,29.007329465774735,3,14,0.0
25,0.00943860563902917,1,9,0.0
24,10.505511647372622,1,17,0.0
18,18.427294038461078,0,16,0.0
22,7.902036044492414,2,13,0.0
20,18.169081814715252,1,16,0.0
17,10.144618235122163,0,16,0.0
23,8.612189130065929,1,13,0.0
20,17.195263050378628,0,14,0.0
20,7.615444225294775,1,14,0.0
23,14.057930647238663,0,16,0.0
17,5.288734156216517,1,11,0.0
16,21.01682282439618,1,11,0.0
20,8.428015870012388,1,15,0.0
18,39.12296202583937,0,15,0.0
12,2.468878650835111,2,13,0.0
30,11.954479683386385,0,15,0.0
24,1.5534023502232128,1,9,0.0
25,33.65308210030412,0,17,0.0
13,0.5262413659268366,0,15,0.0
20,1.6823097059608423,0,12,0.0
482,540.9947474699075,27,21,1.0
30,30.107385711896026,0,12,0.0
13,5.903859558815344,0,10,0.0
22,12.629497426093293,0,10,0.0
16,3.3433254139902173,0,14,0.0
17,18.56162272921303,2,12,0.0
20,0.5252089647272541,0,10,0.0
18,11.29707603047288,0,13,0.0
21,35.96053654181279,2,9,0.0
24,17.127165386597838,0,12,0.0
16,1.911331444817253,0,9,0.0
19,20.024432879603733,1,16,0.0
27,7.305696752151296,0,15,0.0
20,11.75212585546878,1,16,0.0
23,2.1380374173656467,1,10,0.0
21,2.50745365570939,0,12,0.0
24,2.5809945650484005,1,14,0.0
19,3.8674186064988443,1,12,0.0
15,10.727980941774218,0,16,0.0
23,20.247990253577083,1,11,0.0
18,12.051331067717733,3,17,0.0
21,0.08656361011053938,0,11,0.0
24,0.7123170411325996,1,13,0.0
26,10.656901347996492,3,16,0.0
21,3.637040537571317,0,10,0.0
18,5.295216724374391,1,12,0.0
14,36.85057678818887,3,12,0.0
26,1.1505461797192926,3,16,0.0
36,14.132403630308566,1,14,0.0
22,8.04534465307152,3,16,0.0
25,4.826162668403628,1,10,0.0
14,43.7155939286399,1,14,0.0
24,15.799492595751158,0,12,0.0
15,0.5163328158155662,0,9,0.0
15,3.947778025434058,0,16,0.0
19,2.7549505813895308,2,17,0.0
24,0.75692174509366,0,10,0.0
26,13.935130073144775,0,17,0.0
23,26.417488453732034,1,10,0.0
15,1.3966804633328538,2,15,0.0
18,5.498151727917913,3,16,0.0
16,14.138268161482529,2,11,0.0
19,9.664861891767073,0,13,0.0
957,3275.258507150331,32,22,1.0
21,1.293935931918604,0,16,0.0
22,3.8870760543632024,1,17,0.0
729,2509.6968560688206,11,0,1.0
22,3.8712980038857356,0,10,0.0
22,2.006039838399916,2,12,0.0
12,6.123053371304392,1,17,0.0
31,14.955614060910039,3,14,0.0
19,28.359016316428004,1,9,0.0
23,2.1686116625938237,3,11,0.0
376,3286.162112221355,40,2,1.0
21,0.6211686361217883,3,10,0.0
13,6.653094822375598,1,16,0.0
25,4.381907319593558,1,15,0.0
11,12.733633745807946,1,13,0.0
16,43.10226352511046,1,12,0.0
22,12.563976528167407,0,14,0.0
18,4.657042425851867,0,10,0.0
28,2.551000443984755,3,14,0.0
18,0.7314681316131342,2,13,0.0
24,11.767471883030112,1,13,0.0
26,26.96616446896824,0,12,0.0
29,1.418731918579913,2,13,0.0
17,24.204737748903188,2,13,0.0
25,0.3300964439678932,0,14,0.0
24,6.4346895868278065,1,13,0.0
22,0.41950094080730316,1,13,0.0
18,5.902757497939404,1,9,0.0
17,17.71601571003615,0,11,0.0
20,1.6622520110856687,0,13,0.0
22,27.01089832665207,0,17,0.0
16,6.445634470898362,0,17,0.0
20,4.274382809073824,0,15,0.0
20,30.01332397244468,0,13,0.0
20,29.522839319138203,2,14,0.0
24,1.3221343489057125,0,12,0.0
24,13.920038996839228,0,16,0.0
13,10.993949372336555,0,12,0.0
17,17.217679620780682,0,12,0.0
17,2.2009309080150055,0,14,0.0
20,36.79328463826016,2,10,0.0
18,34.03226264506965,1,10,0.0
246,535.1301252000062,42,3,1.0
17,8.640347192819105,1,11,0.0
27,6.104398508926483,0,12,0.0
28,3.7773462683026224,0,10,0.0
21,10.978345053047816,1,9,0.0
22,1.705041723289947,0,14,0.0
17,2.0652011060546265,0,13,0.0
25,10.959116594483147,1,14,0.0
23,6.996088419178134,0,9,0.0
23,20.773928389576504,1,16,0.0
21,5.977345955789542,0,14,0.0
26,2.2826622628228703,0,13,0.0
21,8.310689689508559,1,14,0.0
24,18.75913127444893,1,15,0.0
30,5.998937868504367,0,14,0.0
14,26.616228671122755,2,12,0.0
24,0.03926071895142886,1,13,0.0
32,0.7332001456471235,0,11,0.0
15,8.257895573292908,0,17,0.0
23,6.260074167319419,0,12,0.0
12,8.246110153980522,2,11,0.0
21,0.752865461964761,1,12,0.0
529,1350.1628007760605,13,22,1.0
25,4.199642080226659,0,9,0.0
22,6.345091357614874,1,13,0.0
25,2.698092959748756,2,11,0.0
20,3.131524322137328,0,17,0.0
18,10.334230867400066,1,9,0.0
15,10.576473008502889,0,9,0.0
17,1.1935028499273859,1,16,0.0
18,4.7155879297284145,3,15,0.0
332,1258.7164762214406,28,0,1.0
18,13.622075409687193,2,13,0.0
26,6.637299594914071,1,9,0.0
19,0.40056716221092403,1,15,0.0
20,5.960890027945429,0,13,0.0
17,9.578701703549253,1,16,0.0
22,31.156305582691402,1,13,0.0
14,7.1428937261925,0,10,0.0
20,13.535721366789987,1,11,0.0
19,2.845292386217832,2,10,0.0
15,12.658984863540612,1,11,0.0
21,11.40217991239729,2,15,0.0
31,1.027085220912049,1,17,0.0
17,10.66592732084178,1,9,0.0
21,5.606279108861615,0,9,0.0
14,9.989183271273994,1,16,0.0
16,11.586526344019273,2,15,0.0
16,2.6792035947221264,0,16,0.0
17,17.46030222148782,1,17,0.0
9,0.8618134850617397,1,16,0.0
21,26.36276926252649,1,11,0.0
16,8.412127970078872,1,9,0.0
18,1.024500098564475,0,11,0.0
20,5.195252603984794,1,11,0.0
18,18.51162288407666,0,10,0.0
20,3.9726309360910292,1,17,0.0
18,23.94990969259302,1,17,0.0
23,5.146000942652068,0,13,0.0
834,3550.4290421089936,14,0,1.0
26,8.459579431278556,1,10,0.0
21,1.7103020498506682,1,15,0.0
16,1.8182807499576956,1,10,0.0
22,4.557509087351677,2,13,0.0
23,6.153771658155213,3,10,0.0
20,7.777309800773883,1,12,0.0
19,0.10097792590495576,0,9,0.0
17,2.79204498156098,1,12,0.0
18,5.412307227728146,0,9,0.0
19,7.907078851523114,1,16,0.0
14,11.516021527080916,1,12,0.0
17,2.9947454226575405,0,10,0.0
23,19.909295283305287,0,10,0.0
25,7.283022826106168,3,10,0.0
20,5.929449070426362,1,15,0.0
17,1.8340198741437872,1,17,0.0
15,1.591871344433472,0,17,0.0
23,10.294456297007429,0,10,0.0
23,17.731509919733245,1,15,0.0
24,14.685749366669324,2,11,0.0
23,16.853747807542533,0,12,0.0
14,13.139758924631344,0,14,0.0
23,4.4578029548790035,0,12,0.0
19,13.837752832423147,2,16,0.0
21,5.897205998370383,3,13,0.0
25,2.246136717730347,2,13,0.0
15,14.35022083624277,3,10,0.0
24,6.235022135159872,0,17,0.0
471,3832.0390507261536,33,2,1.0
23,3.2557935642692977,1,14,0.0
13,4.567776864231982,2,17,0.0
29,5.542650325196402,0,17,0.0
17,11.21758836160869,2,15,0.0
14,2.977044174410967,1,11,0.0
18,0.8797148630394105,0,15,0.0
18,2.3763143226281565,1,14,0.0
20,17.834433939625093,3,15,0.0
28,7.467463171522045,1,10,0.0
16,7.451107299407692,0,9,0.0
23,14.790766602183062,2,10,0.0
19,3.121704530352204,2,12,0.0
18,4.065340018014807,0,12,0.0
28,7.03430989613681,3,10,0.0
20,7.864810288349036,2,15,0.0
28,4.93369997015077,0,14,0.0
17,3.606472922375769,1,9,0.0
24,0.28235960383236114,1,14,0.0
29,2.069101494282347,0,17,0.0
26,39.50824874529127,0,12,0.0
25,3.6867829922359565,2,15,0.0
23,9.524005241928169,2,15,0.0
26,27.41447060897155,0,15,0.0
21,6.772772358033138,1,13,0.0
17,4.342210891811812,0,9,0.0
9,8.423550598058522,0,14,0.0
22,2.3695079741946246,2,16,0.0
20,0.8009265717967772,0,9,0.0
15,18.809030796253467,1,9,0.0
18,13.490352676786701,0,12,0.0
22,5.700997387791121,0,12,0.0
13,1.381951044775152,0,9,0.0
22,6.268456725239999,0,15,0.0
16,0.8549083073875873,2,12,0.0
24,16.702857504004903,1,12,0.0
18,3.8625278168205273,0,14,0.0
21,22.440620422850014,0,10,0.0
237,2974.587742072227,17,20,1.0
13,1.5438965322309528,2,13,0.0
17,6.729247746933954,0,10,0.0
17,1.9734781486214787,1,15,0.0
943,3533.103474771171,41,22,1.0
16,5.281476574635663,0,9,0.0
24,2.8163964810765982,1,10,0.0
23,9.894169475129024,1,10,0.0
23,2.854013148656487,0,13,0.0
18,1.3153049077306842,1,9,0.0
20,7.053102363562191,1,13,0.0
25,5.84570568956086,2,17,0.0
21,4.56158139857578,3,11,0.0
21,3.5378944741350575,0,15,0.0
22,19.19261976619523,0,15,0.0
24,4.463807037756296,1,14,0.0
961,648.0838534143725,34,21,1.0
24,8.42181466362131,2,17,0.0
22,14.362184340838892,2,9,0.0
19,3.0881795635781097,0,10,0.0
22,17.057321038928244,1,11,0.0
21,20.24950264696681,0,14,0.0
22,0.16157996622941762,1,16,0.0
27,10.433291195260189,0,17,0.0
16,8.16832765791855,2,10,0.0
18,9.55626630746666,1,16,0.0
783,739.9853069303581,15,3,1.0
17,0.19847140688670828,1,11,0.0
20,3.0475427946301186,0,10,0.0
14,31.693970046019153,2,14,0.0
17,8.212441845663424,1,9,0.0
15,4.277904065455159,1,10,0.0
18,7.8702078034706355,0,11,0.0
11,7.050695709406195,1,15,0.0
21,7.905551223959676,0,10,0.0
12,0.9700608578105192,2,12,0.0
23,37.05430375478479,0,15,0.0
20,0.10019260310612232,0,13,0.0
24,19.02821255098704,1,13,0.0
20,3.0938436417915725,0,13,0.0
22,6.080099924140657,0,15,0.0
19,22.161678354565492,0,15,0.0
22,14.4880336918778,0,12,0.0
21,2.0311164819812078,1,17,0.0
17,11.246406184348823,1,14,0.0
14,14.251189713947634,0,11,0.0
14,6.337597321774265,1,12,0.0
17,16.925792753171912,1,13,0.0
22,5.167095542509633,3,17,0.0
15,2.0067004893021863,1,10,0.0
24,5.911798632695978,1,9,0.0
17,24.685209167173447,3,14,0.0
24,4.443242031000813,1,16,0.0
14,7.1762139923226576,1,13,0.0
22,15.30171671923533,1,10,0.0
21,11.47816668870851,3,12,0.0
16,1.118314345857824,0,12,0.0
24,4.502041149450101,0,9,0.0
19,9.959707625687814,1,10,0.0
22,4.378047559594562,0,11,0.0
21,4.204906620785936,1,17,0.0
22,22.436891236837578,1,13,0.0
13,6.5781351175577925,1,9,0.0
24,11.149230976089497,0,11,0.0
22,19.445619673465355,2,17,0.0
18,13.643065459790492,4,13,0.0
21,16.69331315894135,1,15,0.0
20,16.54432373040347,1,16,0.0
31,1.6923863003010058,0,11,0.0
11,10.087441994171233,1,17,0.0
16,12.745982272098729,1,14,0.0
29,4.34369423393203,0,17,0.0
24,2.746363340482561,1,16,0.0
17,12.330019206786895,0,16,0.0
23,5.4515761601196155,2,10,0.0
21,20.869337155425406,2,12,0.0
13,13.764257632959037,0,10,0.0
24,4.266200150101238,1,10,0.0
21,4.73768270190911,2,16,0.0
20,4.077852327224315,1,9,0.0
19,26.06301516859094,0,14,0.0
19,5.943621129648129,1,15,0.0
15,11.061027387808258,2,10,0.0
16,18.083700693350846,1,15,0.0
863,4522.785172486461,33,3,1.0
17,27.83547309211879,1,9,0.0
30,37.846779729212344,2,16,0.0
21,5.919027681089136,0,16,0.0
20,8.670074603329944,1,12,0.0
17,5.80896065014139,2,9,0.0
23,4.34681646737881,0,16,0.0
18,11.806108686439714,2,12,0.0
18,32.377096422818276,0,15,0.0
17,3.7140473047581497,2,10,0.0
17,14.600038428355447,2,13,0.0
21,1.0169453224685197,1,9,0.0
886,2468.224591218454,32,2,1.0
22,11.108690734334095,1,13,0.0
18,15.852834081430325,2,9,0.0
14,0.5829199921078438,3,12,0.0
13,0.5427318919853095,1,16,0.0
27,1.522181225463228,0,11,0.0
22,7.911509676433815,2,17,0.0
18,14.418740655488278,3,15,0.0
23,0.1056887890164542,1,11,0.0
11,4.1697404302297745,0,11,0.0
14,0.5755109694799061,0,13,0.0
18,10.454447389605757,2,11,0.0
26,1.7607830972219596,0,17,0.0
20,37.92311305678069,1,16,0.0
643,1326.034602262971,30,23,1.0
16,5.56685858065787,1,11,0.0
19,4.370557219201942,1,16,0.0
15,2.789768950487199,1,10,0.0
18,19.19482755887859,1,17,0.0
14,6.413817504585445,2,12,0.0
355,1260.3746751705066,16,23,1.0
26,14.893712778192283,0,16,0.0
22,7.377907917161199,0,14,0.0
21,20.966085503639164,1,15,0.0
22,6.965513000185243,1,11,0.0
14,0.8927178086526871,0,17,0.0
17,1.8731042811116805,2,12,0.0
27,1.129682623868175,3,16,0.0
18,3.732578244646098,1,16,0.0
14,13.037707967543994,1,13,0.0
14,7.652867110493617,1,13,0.0
20,1.7032913210886145,0,12,0.0
469,4956.070478392932,48,23,1.0
19,1.540672594193694,0,10,0.0
20,3.8525204937380675,2,10,0.0
18,1.8532032120778896,3,15,0.0
31,20.366975721761563,1,9,0.0
22,3.6128524627551957,0,16,0.0
22,24.029411851621447,0,14,0.0
20,5.578156560250175,0,16,0.0
21,25.262294265025247,0,14,0.0
21,15.451635577488867,2,13,0.0
